timestamp_s,cell_01_V,cell_02_V,cell_03_V,cell_04_V,cell_05_V,cell_06_V,cell_07_V,cell_08_V,cell_09_V,cell_10_V,cell_11_V,cell_12_V,cell_voltage_min_V,cell_voltage_max_V,cell_voltage_mean_V,cell_delta_V,cell_min_V,cell_max_V,cell_spread_mV
25935.055706,4.14066219329834,4.140406608581543,4.13885498046875,4.140577793121338,4.1404266357421875,4.138705253601074,4.137433052062988,4.138429641723633,4.138082981109619,4.136449813842773,4.136776924133301,4.136436939239502,4.136436939239502,4.14066219329834,4.138603568077087,0.004225254058837891,4.136436939239502,4.14066219329834,4.225254058837891
25936.025706,4.1056928634643555,4.105091571807861,4.104475021362305,4.106201648712158,4.106052875518799,4.103693962097168,4.101830005645752,4.103107452392578,4.102763652801514,4.101133823394775,4.101142406463623,4.100481986999512,4.100481986999512,4.106201648712158,4.103472272555034,0.005719661712646484,4.100481986999512,4.106201648712158,5.719661712646484
25936.995705999998,4.104132175445557,4.104466915130615,4.102912425994873,4.104639053344727,4.104177951812744,4.103069305419922,4.100893497467041,4.101544380187988,4.101513385772705,4.0995707511901855,4.09926700592041,4.099544048309326,4.09926700592041,4.104639053344727,4.102144241333008,0.005372047424316406,4.09926700592041,4.104639053344727,5.372047424316406
25937.965706,4.1035075187683105,4.103529453277588,4.102599620819092,4.103701114654541,4.10355281829834,4.101193428039551,4.099644184112549,4.100919723510742,4.100575923919678,4.098633289337158,4.098641872406006,4.098293304443359,4.098293304443359,4.103701114654541,4.101232687632243,0.005407810211181641,4.098293304443359,4.103701114654541,5.407810211181641
25938.945706,4.102258205413818,4.1025919914245605,4.101349353790283,4.103388786315918,4.1029276847839355,4.101193428039551,4.099332332611084,4.099981307983398,4.099950790405273,4.098320960998535,4.097391605377197,4.097668170928955,4.097391605377197,4.103388786315918,4.1005295515060425,0.005997180938720703,4.097391605377197,4.103388786315918,5.997180938720703
25939.915706,4.101321697235107,4.101966857910156,4.100099563598633,4.102138519287109,4.101677894592285,4.1005682945251465,4.098082542419434,4.099356651306152,4.098387718200684,4.097071170806885,4.097078800201416,4.097043037414551,4.097043037414551,4.102138519287109,4.099566062291463,0.005095481872558594,4.097043037414551,4.102138519287109,5.095481872558594
25940.885705999997,4.101009368896484,4.100716590881348,4.09947395324707,4.101201057434082,4.101365566253662,4.099318027496338,4.0974578857421875,4.098418712615967,4.0980753898620605,4.0967583656311035,4.096141338348389,4.096105098724365,4.096105098724365,4.101365566253662,4.098836779594421,0.005260467529296875,4.096105098724365,4.101365566253662,5.260467529296875
25941.855706,4.100072860717773,4.100716590881348,4.098848819732666,4.100576400756836,4.100740432739258,4.099005222320557,4.096520900726318,4.0981059074401855,4.097450256347656,4.095820903778076,4.095516204833984,4.094854831695557,4.094854831695557,4.100740432739258,4.098185777664185,0.005885601043701172,4.094854831695557,4.100740432739258,5.885601043701172
25942.835705999998,4.099448204040527,4.09977912902832,4.09822416305542,4.100263595581055,4.100428104400635,4.098067760467529,4.096520900726318,4.0981059074401855,4.09682559967041,4.095195770263672,4.095516204833984,4.094854831695557,4.094854831695557,4.100428104400635,4.097769180933635,0.005573272705078125,4.094854831695557,4.100428104400635,5.573272705078125
25943.805706,4.099448204040527,4.09977912902832,4.097911357879639,4.099951267242432,4.099490642547607,4.098380088806152,4.095584392547607,4.096542835235596,4.09682559967041,4.094570636749268,4.09489107131958,4.094854831695557,4.094570636749268,4.099951267242432,4.097352504730225,0.0053806304931640625,4.094570636749268,4.099951267242432,5.3806304931640625
25944.775706,4.098511695861816,4.099154472351074,4.097286701202393,4.09963846206665,4.099177837371826,4.097442150115967,4.095272064208984,4.096230506896973,4.096199989318848,4.093945503234863,4.094265937805176,4.094229221343994,4.093945503234863,4.09963846206665,4.096779545148213,0.005692958831787109,4.093945503234863,4.09963846206665,5.692958831787109
25945.745705999998,4.09788703918457,4.098216533660889,4.096973896026611,4.099013805389404,4.098552703857422,4.0968170166015625,4.094959735870361,4.09591817855835,4.094949722290039,4.093320369720459,4.093953609466553,4.093603610992432,4.093320369720459,4.099013805389404,4.096180518468221,0.0056934356689453125,4.093320369720459,4.099013805389404,5.6934356689453125
25946.725705999997,4.0975751876831055,4.098216533660889,4.096661567687988,4.098388671875,4.097928524017334,4.0968170166015625,4.093710422515869,4.095292568206787,4.094637393951416,4.093008041381836,4.09332799911499,4.092978477478027,4.092978477478027,4.098388671875,4.095711867014567,0.005410194396972656,4.092978477478027,4.098388671875,5.410194396972656
25947.695706,4.097262859344482,4.097591400146484,4.096035957336426,4.097763538360596,4.097615718841553,4.096191883087158,4.094647407531738,4.094980239868164,4.094637393951416,4.092695713043213,4.092390537261963,4.092353343963623,4.092353343963623,4.097763538360596,4.095347166061401,0.005410194396972656,4.092353343963623,4.097763538360596,5.410194396972656
25948.665706,4.0963263511657715,4.09696626663208,4.0954108238220215,4.097451210021973,4.09730339050293,4.095254421234131,4.093085765838623,4.094980239868164,4.094012260437012,4.092070579528809,4.092077732086182,4.092040538787842,4.092040538787842,4.097451210021973,4.094748298327128,0.005410671234130859,4.092040538787842,4.097451210021973,5.410671234130859
25949.635705999997,4.0963263511657715,4.096028804779053,4.095098495483398,4.09713888168335,4.096991062164307,4.095254421234131,4.0927734375,4.093729496002197,4.093387126922607,4.091445446014404,4.0917649269104,4.092040538787842,4.091445446014404,4.09713888168335,4.094331582387288,0.0056934356689453125,4.091445446014404,4.09713888168335,5.6934356689453125
25950.615706,4.09601354598999,4.096028804779053,4.094786167144775,4.096826076507568,4.096365928649902,4.09494161605835,4.092461585998535,4.093729496002197,4.092761993408203,4.091133117675781,4.092077732086182,4.091102600097656,4.091102600097656,4.096826076507568,4.094019055366516,0.005723476409912109,4.091102600097656,4.096826076507568,5.723476409912109
25951.585705999998,4.0953898429870605,4.09571647644043,4.094473361968994,4.096200942993164,4.096053600311279,4.094628810882568,4.092148780822754,4.093104839324951,4.09244966506958,4.0908203125,4.090827465057373,4.090164661407471,4.090164661407471,4.096200942993164,4.093498229980469,0.006036281585693359,4.090164661407471,4.096200942993164,6.036281585693359
25952.555706,4.0953898429870605,4.095091342926025,4.093848705291748,4.096200942993164,4.095115661621094,4.094003677368164,4.091211795806885,4.092479705810547,4.092136859893799,4.090507984161377,4.091140270233154,4.090789794921875,4.090507984161377,4.096200942993164,4.093159715334575,0.005692958831787109,4.090507984161377,4.096200942993164,5.692958831787109
25953.525706,4.094452381134033,4.094779014587402,4.0932230949401855,4.095263481140137,4.095428466796875,4.0930657386779785,4.09089994430542,4.092166900634766,4.091824531555176,4.090195655822754,4.0898895263671875,4.089539051055908,4.089539051055908,4.095428466796875,4.092560648918152,0.005889415740966797,4.089539051055908,4.095428466796875,5.889415740966797
25954.505706,4.094140529632568,4.094153881072998,4.0929107666015625,4.095263481140137,4.095115661621094,4.0927534103393555,4.091211795806885,4.092166900634766,4.0915117263793945,4.090195655822754,4.0895771980285645,4.089539051055908,4.089539051055908,4.095263481140137,4.092378338177999,0.005724430084228516,4.089539051055908,4.095263481140137,5.724430084228516
25955.475705999997,4.093828201293945,4.094153881072998,4.092285633087158,4.094638824462891,4.094178199768066,4.092440605163574,4.09089994430542,4.09122896194458,4.090573787689209,4.089570045471191,4.089264392852783,4.089539051055908,4.089264392852783,4.094638824462891,4.091883460680644,0.005374431610107422,4.089264392852783,4.094638824462891,5.374431610107422
25956.445706,4.093515872955322,4.093216419219971,4.091660499572754,4.094638824462891,4.093865871429443,4.092440605163574,4.090275287628174,4.091541767120361,4.090573787689209,4.088944911956787,4.088639736175537,4.088913917541504,4.088639736175537,4.094638824462891,4.091518958409627,0.005999088287353516,4.088639736175537,4.094638824462891,5.999088287353516
25957.415706,4.092579364776611,4.0929036140441895,4.091660499572754,4.094013690948486,4.093865871429443,4.091815948486328,4.089338302612305,4.090916633605957,4.090261459350586,4.088632583618164,4.088326454162598,4.087975978851318,4.087975978851318,4.094013690948486,4.091024200121562,0.006037712097167969,4.087975978851318,4.094013690948486,6.037712097167969
25958.395706,4.092579364776611,4.092591285705566,4.091348171234131,4.094013690948486,4.093240737915039,4.091502666473389,4.089025974273682,4.090604305267334,4.090261459350586,4.08800745010376,4.088014125823975,4.087663173675537,4.087663173675537,4.094013690948486,4.090737700462341,0.006350517272949219,4.087663173675537,4.094013690948486,6.350517272949219
25959.365706,4.092267036437988,4.092591285705566,4.091348171234131,4.093076229095459,4.093240737915039,4.090878009796143,4.089025974273682,4.089353561401367,4.0890116691589355,4.087695121765137,4.087701797485352,4.087663173675537,4.087663173675537,4.093240737915039,4.090321063995361,0.005577564239501953,4.087663173675537,4.093240737915039,5.577564239501953
25960.335705999998,4.091955184936523,4.092591285705566,4.090410232543945,4.092763900756836,4.091990947723389,4.090252876281738,4.088713645935059,4.089666366577148,4.088698387145996,4.0873823165893555,4.08738899230957,4.087038516998291,4.087038516998291,4.092763900756836,4.089904387791951,0.005725383758544922,4.087038516998291,4.092763900756836,5.725383758544922
25961.305706,4.0916428565979,4.091653823852539,4.090097427368164,4.092451095581055,4.092303276062012,4.090565204620361,4.0884013175964355,4.089353561401367,4.088698387145996,4.087069988250732,4.087076663970947,4.087038516998291,4.087038516998291,4.092451095581055,4.089696009953816,0.005412578582763672,4.087038516998291,4.092451095581055,5.412578582763672
25962.285706,4.090705871582031,4.091966152191162,4.089785099029541,4.092451095581055,4.091678619384766,4.090252876281738,4.0877766609191895,4.089353561401367,4.088073253631592,4.086757659912109,4.086764335632324,4.086725234985352,4.086725234985352,4.092451095581055,4.0893575350443525,0.005725860595703125,4.086725234985352,4.092451095581055,5.725860595703125
25963.255706,4.0910186767578125,4.091341495513916,4.089472770690918,4.091513633728027,4.091365814208984,4.089939594268799,4.087464332580566,4.088728427886963,4.088073253631592,4.086444854736328,4.086764335632324,4.085787296295166,4.085787296295166,4.091513633728027,4.088992873827617,0.005726337432861328,4.085787296295166,4.091513633728027,5.726337432861328
25964.225705999997,4.090705871582031,4.0907158851623535,4.089472770690918,4.091513633728027,4.091053485870361,4.089314937591553,4.08683967590332,4.088103294372559,4.087448596954346,4.085507392883301,4.086138725280762,4.085474967956543,4.085474967956543,4.091513633728027,4.088524103164673,0.006038665771484375,4.085474967956543,4.091513633728027,6.038665771484375
25965.195706,4.090394020080566,4.0907158851623535,4.089159965515137,4.090888500213623,4.09074068069458,4.0890021324157715,4.08683967590332,4.088103294372559,4.087448596954346,4.085820198059082,4.085826396942139,4.086100101470947,4.085820198059082,4.090888500213623,4.088419953982036,0.005068302154541016,4.085820198059082,4.090888500213623,5.068302154541016
25966.175705999998,4.090081214904785,4.0904035568237305,4.088847637176514,4.090888500213623,4.090116024017334,4.088376998901367,4.086215019226074,4.087478160858154,4.0871357917785645,4.085507392883301,4.085513591766357,4.0848493576049805,4.0848493576049805,4.090888500213623,4.087951103846232,0.006039142608642578,4.0848493576049805,4.090888500213623,6.039142608642578
25967.145706,4.089144706726074,4.089778423309326,4.088534832000732,4.090263366699219,4.089803218841553,4.088376998901367,4.085902690887451,4.08685302734375,4.086197853088379,4.084882736206055,4.085201263427734,4.0848493576049805,4.0848493576049805,4.090263366699219,4.087482372919719,0.005414009094238281,4.0848493576049805,4.090263366699219,5.414009094238281
25968.115706,4.089144706726074,4.089153289794922,4.087910175323486,4.090263366699219,4.08949089050293,4.088376998901367,4.085902690887451,4.08685302734375,4.086511135101318,4.084569454193115,4.084575653076172,4.084537029266357,4.084537029266357,4.090263366699219,4.087274034818013,0.005726337432861328,4.084537029266357,4.090263366699219,5.726337432861328
25969.095706,4.089144706726074,4.088840961456299,4.087910175323486,4.089325904846191,4.089178562164307,4.087751865386963,4.085590839385986,4.086540222167969,4.086197853088379,4.084569454193115,4.084263324737549,4.084224224090576,4.084224224090576,4.089325904846191,4.086961507797241,0.005101680755615234,4.084224224090576,4.089325904846191,5.101680755615234
25970.065705999998,4.088520526885986,4.088840961456299,4.087597370147705,4.0896382331848145,4.089178562164307,4.0871262550354,4.085278034210205,4.086227893829346,4.085885524749756,4.083944320678711,4.083950519561768,4.083286285400391,4.083286285400391,4.0896382331848145,4.086622873942058,0.006351947784423828,4.083286285400391,4.0896382331848145,6.351947784423828
25971.035706,4.088520526885986,4.0882158279418945,4.086972236633301,4.08901309967041,4.088865756988525,4.0871262550354,4.084653854370117,4.0859150886535645,4.0849480628967285,4.083631992340088,4.083950519561768,4.083286285400391,4.083286285400391,4.08901309967041,4.086258292198181,0.005726814270019531,4.083286285400391,4.08901309967041,5.726814270019531
25972.005706,4.088208198547363,4.0882158279418945,4.086972236633301,4.088700771331787,4.088241100311279,4.086813926696777,4.084341049194336,4.085602760314941,4.0846357345581055,4.083944320678711,4.083012580871582,4.083286285400391,4.083012580871582,4.088700771331787,4.085997899373372,0.005688190460205078,4.083012580871582,4.088700771331787,5.688190460205078
25972.985706,4.087584018707275,4.0879034996032715,4.0866594314575195,4.088075637817383,4.088553428649902,4.086188793182373,4.084341049194336,4.085290431976318,4.0849480628967285,4.083006858825684,4.083012580871582,4.082660675048828,4.082660675048828,4.088553428649902,4.0856853723526,0.005892753601074219,4.082660675048828,4.088553428649902,5.892753601074219
25973.955705999997,4.087271690368652,4.0879034996032715,4.086034774780273,4.088387966156006,4.087928295135498,4.08587646484375,4.084029197692871,4.085290431976318,4.084322929382324,4.0826945304870605,4.082700252532959,4.082973480224609,4.0826945304870605,4.088387966156006,4.085451126098633,0.0056934356689453125,4.0826945304870605,4.088387966156006,5.6934356689453125
25974.925705999998,4.086334705352783,4.086966037750244,4.085721969604492,4.08776330947876,4.087928295135498,4.08587646484375,4.083716869354248,4.084977626800537,4.0846357345581055,4.082069396972656,4.082387924194336,4.082035541534424,4.082035541534424,4.087928295135498,4.085034489631653,0.005892753601074219,4.082035541534424,4.087928295135498,5.892753601074219
25975.895706,4.086647033691406,4.086966037750244,4.085409641265869,4.0871381759643555,4.087615966796875,4.08587646484375,4.083404541015625,4.084664821624756,4.084322929382324,4.082069396972656,4.082075119018555,4.081722736358643,4.081722736358643,4.087615966796875,4.084826072057088,0.005893230438232422,4.081722736358643,4.087615966796875,5.893230438232422
25976.875706,4.086334705352783,4.086653232574463,4.085097312927246,4.08776330947876,4.086990833282471,4.0855631828308105,4.082467555999756,4.084039688110352,4.08369779586792,4.081757068634033,4.082075119018555,4.0814104080200195,4.0814104080200195,4.08776330947876,4.084487517674764,0.006352901458740234,4.0814104080200195,4.08776330947876,6.352901458740234
25977.845706,4.086334705352783,4.08634090423584,4.085097312927246,4.0871381759643555,4.086990833282471,4.0849385261535645,4.082780361175537,4.084039688110352,4.083384990692139,4.082069396972656,4.081762790679932,4.081097602844238,4.081097602844238,4.0871381759643555,4.084331274032593,0.0060405731201171875,4.081097602844238,4.0871381759643555,6.0405731201171875
25978.815705999998,4.086022853851318,4.086028575897217,4.084784507751465,4.086200714111328,4.086678504943848,4.0852508544921875,4.082467555999756,4.083414554595947,4.083072662353516,4.081131935119629,4.080824851989746,4.0814104080200195,4.080824851989746,4.086678504943848,4.083940664927165,0.0058536529541015625,4.080824851989746,4.086678504943848,5.8536529541015625
25979.785706,4.085710048675537,4.0857157707214355,4.085097312927246,4.086513042449951,4.08574104309082,4.084625720977783,4.082467555999756,4.083414554595947,4.082447528839111,4.080819606781006,4.080824851989746,4.081097602844238,4.080819606781006,4.086513042449951,4.083706219991048,0.0056934356689453125,4.080819606781006,4.086513042449951,5.6934356689453125
25980.765706,4.085710048675537,4.085090637207031,4.084472179412842,4.086513042449951,4.086365699768066,4.084000587463379,4.08184289932251,4.083101749420166,4.082759857177734,4.080819606781006,4.080512046813965,4.080784797668457,4.080512046813965,4.086513042449951,4.083497762680054,0.006000995635986328,4.080512046813965,4.086513042449951,6.000995635986328
25981.735706,4.084773540496826,4.085090637207031,4.084158897399902,4.086200714111328,4.08574104309082,4.083375453948975,4.081218719482422,4.082789421081543,4.081822395324707,4.080194473266602,4.080199718475342,4.080159664154053,4.080159664154053,4.086200714111328,4.082977056503296,0.006041049957275391,4.080159664154053,4.086200714111328,6.041049957275391
25982.705705999997,4.084461688995361,4.085090637207031,4.083846569061279,4.085575580596924,4.085116386413574,4.083687782287598,4.081530570983887,4.082164287567139,4.081822395324707,4.080506801605225,4.079887390136719,4.080159664154053,4.079887390136719,4.085575580596924,4.082820812861125,0.005688190460205078,4.079887390136719,4.085575580596924,5.688190460205078
25983.675705999998,4.084149360656738,4.084465980529785,4.083534240722656,4.085575580596924,4.085116386413574,4.083687782287598,4.080905914306641,4.082164287567139,4.081510066986084,4.0798821449279785,4.0795745849609375,4.079221725463867,4.079221725463867,4.085575580596924,4.08248233795166,0.006353855133056641,4.079221725463867,4.085575580596924,6.353855133056641
25984.655705999998,4.084149360656738,4.084153175354004,4.082596778869629,4.084950923919678,4.085116386413574,4.08275032043457,4.081218719482422,4.081851959228516,4.081197738647461,4.080194473266602,4.0795745849609375,4.079534530639648,4.079534530639648,4.085116386413574,4.082274079322815,0.005581855773925781,4.079534530639648,4.085116386413574,5.581855773925781
25985.625706,4.083837032318115,4.084465980529785,4.082909107208252,4.085263252258301,4.08449125289917,4.08275032043457,4.080593585968018,4.081539154052734,4.081197738647461,4.079569339752197,4.079261779785156,4.078908920288086,4.078908920288086,4.085263252258301,4.082065622011821,0.006354331970214844,4.078908920288086,4.085263252258301,6.354331970214844
25986.595706,4.083837032318115,4.084153175354004,4.082283973693848,4.0846381187438965,4.08449125289917,4.08275032043457,4.080905914306641,4.081539154052734,4.080572128295898,4.079256534576416,4.079261779785156,4.079221725463867,4.079221725463867,4.0846381187438965,4.081909259160359,0.005416393280029297,4.079221725463867,4.0846381187438965,5.416393280029297
25987.565705999998,4.083837032318115,4.083528518676758,4.082596778869629,4.084950923919678,4.083866596221924,4.082437515258789,4.080281734466553,4.081226348876953,4.080572128295898,4.078631401062012,4.079261779785156,4.078908920288086,4.078631401062012,4.084950923919678,4.081674973169963,0.006319522857666016,4.078631401062012,4.084950923919678,6.319522857666016
25988.545705999997,4.083212852478027,4.083840847015381,4.082283973693848,4.084012985229492,4.083866596221924,4.082124710083008,4.080281734466553,4.080913543701172,4.080572128295898,4.078631401062012,4.078636646270752,4.0779709815979,4.0779709815979,4.084012985229492,4.081362366676331,0.006042003631591797,4.0779709815979,4.084012985229492,6.042003631591797
25989.515706,4.083212852478027,4.083215713500977,4.081971645355225,4.083700656890869,4.083866596221924,4.082124710083008,4.079657077789307,4.080601215362549,4.080259323120117,4.078319072723389,4.078636646270752,4.077658653259277,4.077658653259277,4.083866596221924,4.081102013587952,0.006207942962646484,4.077658653259277,4.083866596221924,6.207942962646484
25990.485706,4.082900524139404,4.082590579986572,4.08134651184082,4.083388328552246,4.082616329193115,4.081500053405762,4.079344749450684,4.080288887023926,4.07932186126709,4.078006744384766,4.078324317932129,4.078283309936523,4.078006744384766,4.083388328552246,4.0806593497594195,0.005381584167480469,4.078006744384766,4.083388328552246,5.381584167480469
25991.455705999997,4.082588195800781,4.082277774810791,4.081659317016602,4.083388328552246,4.082616329193115,4.081500053405762,4.0790324211120605,4.0799760818481445,4.07932186126709,4.077693939208984,4.077699184417725,4.078283309936523,4.077693939208984,4.083388328552246,4.080503066380818,0.005694389343261719,4.077693939208984,4.083388328552246,5.694389343261719
25992.435706,4.082275867462158,4.082590579986572,4.08134651184082,4.083388328552246,4.082616329193115,4.0811872482299805,4.0787200927734375,4.07935094833374,4.078697204589844,4.077693939208984,4.077073574066162,4.077345848083496,4.077073574066162,4.083388328552246,4.080190539360046,0.006314754486083984,4.077073574066162,4.083388328552246,6.314754486083984
25993.405705999998,4.082275867462158,4.081652641296387,4.080720901489258,4.083075523376465,4.082616329193115,4.0811872482299805,4.0790324211120605,4.0799760818481445,4.07932186126709,4.077381610870361,4.077073574066162,4.077345848083496,4.077073574066162,4.083075523376465,4.080138325691223,0.006001949310302734,4.077073574066162,4.083075523376465,6.001949310302734
25994.375706,4.081963539123535,4.081652641296387,4.080720901489258,4.082450866699219,4.082304000854492,4.080562114715576,4.078407287597656,4.0796637535095215,4.079009532928467,4.077069282531738,4.076136112213135,4.076720714569092,4.076136112213135,4.082450866699219,4.079721728960673,0.006314754486083984,4.076136112213135,4.082450866699219,6.314754486083984
25995.345706,4.081338882446289,4.081965446472168,4.080408573150635,4.082763195037842,4.081991195678711,4.080562114715576,4.077783107757568,4.078725814819336,4.078383922576904,4.077069282531738,4.076761245727539,4.0764079093933105,4.0764079093933105,4.082763195037842,4.079513390858968,0.00635528564453125,4.0764079093933105,4.082763195037842,6.35528564453125
25996.325706,4.081338882446289,4.081652641296387,4.080720901489258,4.0821380615234375,4.081678867340088,4.080562114715576,4.077783107757568,4.078413486480713,4.078383922576904,4.077069282531738,4.076761245727539,4.076720714569092,4.076720714569092,4.0821380615234375,4.079435269037883,0.005417346954345703,4.076720714569092,4.0821380615234375,5.417346954345703
25997.295705999997,4.081338882446289,4.081027984619141,4.0797834396362305,4.0821380615234375,4.081678867340088,4.080249309539795,4.077470779418945,4.078100681304932,4.078383922576904,4.076756477355957,4.076136112213135,4.076095104217529,4.076095104217529,4.0821380615234375,4.079096635182698,0.006042957305908203,4.076095104217529,4.0821380615234375,6.042957305908203
25998.265706,4.081027030944824,4.081027984619141,4.079471111297607,4.081513404846191,4.081366539001465,4.079624652862549,4.077783107757568,4.078413486480713,4.077446460723877,4.076444149017334,4.0758233070373535,4.076095104217529,4.0758233070373535,4.081513404846191,4.07883636156718,0.005690097808837891,4.0758233070373535,4.081513404846191,5.690097808837891
25999.235706,4.080715179443359,4.080402851104736,4.079158782958984,4.081513404846191,4.081678867340088,4.079624652862549,4.077158451080322,4.078100681304932,4.077759265899658,4.076131343841553,4.0758233070373535,4.075469970703125,4.075469970703125,4.081678867340088,4.078628063201904,0.006208896636962891,4.075469970703125,4.081678867340088,6.208896636962891
26000.215706,4.080402374267578,4.080715179443359,4.079471111297607,4.081513404846191,4.081053733825684,4.079624652862549,4.077470779418945,4.077788352966309,4.077134132385254,4.075506687164307,4.0755109786987305,4.075782775878906,4.075506687164307,4.081513404846191,4.078497846921285,0.006006717681884766,4.075506687164307,4.081513404846191,6.006717681884766
26001.185706,4.080402374267578,4.080402851104736,4.079158782958984,4.080888271331787,4.0807414054870605,4.078999042510986,4.077470779418945,4.077788352966309,4.077134132385254,4.07581901550293,4.0755109786987305,4.075157165527344,4.075157165527344,4.080888271331787,4.078289429346721,0.005731105804443359,4.075157165527344,4.080888271331787,5.731105804443359
26002.155705999998,4.080090522766113,4.079777717590332,4.07853364944458,4.080575466156006,4.080116271972656,4.078686714172363,4.076221466064453,4.077475547790527,4.076196670532227,4.075506687164307,4.075198173522949,4.075469970703125,4.075198173522949,4.080575466156006,4.077820738156636,0.005377292633056641,4.075198173522949,4.080575466156006,5.377292633056641
26003.135705999997,4.080402374267578,4.079777717590332,4.079158782958984,4.080263137817383,4.080116271972656,4.078373908996582,4.076533794403076,4.077788352966309,4.07650899887085,4.075506687164307,4.075198173522949,4.075157165527344,4.075157165527344,4.080402374267578,4.077898780504863,0.005245208740234375,4.075157165527344,4.080402374267578,5.245208740234375
26004.105706,4.079154014587402,4.079777717590332,4.078220844268799,4.080575466156006,4.080116271972656,4.078373908996582,4.076221466064453,4.076537609100342,4.07650899887085,4.074569225311279,4.075198173522949,4.074219226837158,4.074219226837158,4.080575466156006,4.0774560769399,0.006356239318847656,4.074219226837158,4.080575466156006,6.356239318847656
26005.075706,4.079465866088867,4.079465389251709,4.078220844268799,4.07995080947876,4.080116271972656,4.078373908996582,4.075909614562988,4.076850414276123,4.075883865356445,4.074569225311279,4.074260711669922,4.074219226837158,4.074219226837158,4.080116271972656,4.077273845672607,0.005897045135498047,4.074219226837158,4.080116271972656,5.897045135498047
26006.045705999997,4.07977819442749,4.078840255737305,4.077908039093018,4.07995080947876,4.079491138458252,4.0777482986450195,4.075596809387207,4.076225280761719,4.075883865356445,4.074569225311279,4.074573516845703,4.074219226837158,4.074219226837158,4.07995080947876,4.077065388361613,0.0057315826416015625,4.074219226837158,4.07995080947876,5.7315826416015625
26007.025706,4.078841209411621,4.079153060913086,4.077908039093018,4.0796380043029785,4.079491138458252,4.0774359703063965,4.075909614562988,4.076225280761719,4.07494592666626,4.073943614959717,4.073947906494141,4.073906421661377,4.073906421661377,4.0796380043029785,4.076778848965962,0.0057315826416015625,4.073906421661377,4.0796380043029785,5.7315826416015625
26007.995705999998,4.078217029571533,4.078840255737305,4.0772833824157715,4.0796380043029785,4.079178810119629,4.0777482986450195,4.075284481048584,4.075599670410156,4.075258731842041,4.07425594329834,4.074260711669922,4.073906421661377,4.073906421661377,4.0796380043029785,4.076622645060222,0.0057315826416015625,4.073906421661377,4.0796380043029785,5.7315826416015625
26008.965706,4.078529357910156,4.078527927398682,4.0772833824157715,4.0793256759643555,4.078866481781006,4.0774359703063965,4.074972629547119,4.075599670410156,4.075258731842041,4.073631286621094,4.073635101318359,4.072968482971191,4.072968482971191,4.0793256759643555,4.07633622487386,0.0063571929931640625,4.072968482971191,4.0793256759643555,6.3571929931640625
26009.935706,4.078217029571533,4.078215599060059,4.0772833824157715,4.079013347625732,4.078553676605225,4.077123641967773,4.074659824371338,4.075287342071533,4.075258731842041,4.0733184814453125,4.073322772979736,4.072968482971191,4.072968482971191,4.079013347625732,4.0761018594106035,0.006044864654541016,4.072968482971191,4.079013347625732,6.044864654541016
26010.915706,4.078217029571533,4.078215599060059,4.07697057723999,4.078700542449951,4.078866481781006,4.076498031616211,4.074347972869873,4.075599670410156,4.07494592666626,4.0733184814453125,4.073635101318359,4.073281288146973,4.073281288146973,4.078866481781006,4.076049725214641,0.005585193634033203,4.073281288146973,4.078866481781006,5.585193634033203
26011.885705999997,4.077592372894287,4.077902793884277,4.07697057723999,4.078388214111328,4.0779290199279785,4.076498031616211,4.074347972869873,4.07497501373291,4.074321269989014,4.0730061531066895,4.072697639465332,4.072343349456787,4.072343349456787,4.078388214111328,4.075581034024556,0.006044864654541016,4.072343349456787,4.078388214111328,6.044864654541016
